user_id,goods_id
9436613aa2b890ee2583d8a198c1760d,7f5d2cee41e92e7cdd89c012fe9c9b6c
4bee2cd0eb5568b44929635e27ed98ea,de71afd0b895ef9c030a5ef64504207d
4bee2cd0eb5568b44929635e27ed98ea,e1015c120001f65222573191d15c52da
1c409987959d65c921d1331833cbb3a1,a9a6174d7c4134268371904bd828fec8
9ce28920340e08ea7d57ef4e20e74c53,1c68dd53c16cf55104694bd3abbaa23b
9ce28920340e08ea7d57ef4e20e74c53,a875a61b95e4b01c779bca21ee1086a8
9ce28920340e08ea7d57ef4e20e74c53,fa94f60f5c6999ca517b51837024393e
259d206f9de10b2739288143d66327ab,6cc65636a07c5fdd7dd9681d7fa30378
7ab6ccb724c19ecec7b3ffd0c6566920,02ded2bdc43025b0e7f32c759d24aec9
7ab6ccb724c19ecec7b3ffd0c6566920,6ca1c81a20a8f2c90f7bbf1afc299afe
45e9b2ebb9afbd89f90c7ced7f42b8db,3a5b8be608169e62a8472a67bb6aeedd
a119f5021bc331e329dd20a2ba9c30b0,04f70b4ba775078d0256de7e4c3b0aa5
a119f5021bc331e329dd20a2ba9c30b0,117b19b07b51fa55049a3c8e13aaa2de
a119f5021bc331e329dd20a2ba9c30b0,24aebd6080daca384935d025e20323fb
a119f5021bc331e329dd20a2ba9c30b0,341256bdb57fd892febd7694e4d47912
a119f5021bc331e329dd20a2ba9c30b0,5ed0a33d060bcb508a32e6e0189a5466
a119f5021bc331e329dd20a2ba9c30b0,6ca1c81a20a8f2c90f7bbf1afc299afe
a119f5021bc331e329dd20a2ba9c30b0,75d01ea94f0710fb144767dcb2788b09
a119f5021bc331e329dd20a2ba9c30b0,7dea11301ab607ea71000c681f615448
a119f5021bc331e329dd20a2ba9c30b0,7efcf65422325fbbf5b62a83f39377a9
a119f5021bc331e329dd20a2ba9c30b0,81cf69c1f83d4527cef00f0612838689
a119f5021bc331e329dd20a2ba9c30b0,8cb91b758fbce32b72c03aa568e7e703
a119f5021bc331e329dd20a2ba9c30b0,ad2c2f1f73132b649354d2bbc039291c
a119f5021bc331e329dd20a2ba9c30b0,ba8222e790041f02a53c01287bbdca20
a119f5021bc331e329dd20a2ba9c30b0,bf9f9f5dadbccc430a92f2cc7442169c
a119f5021bc331e329dd20a2ba9c30b0,c9eff70806a48ad8951e2965d7cbf991
a119f5021bc331e329dd20a2ba9c30b0,cc7af08faaff7bfa06cf335bb4e3993a
a119f5021bc331e329dd20a2ba9c30b0,cf3051a49cdc79e9c03ce8aa56ba0124
a119f5021bc331e329dd20a2ba9c30b0,d745113e93eb3c8d8d0b01712076472e
a119f5021bc331e329dd20a2ba9c30b0,d7a3d21fdf01211fe900d4d4063e4e8c
a119f5021bc331e329dd20a2ba9c30b0,de75112677f6bbdd42076de29d54cb3e
2a5a296819181ce28cafee38d3b8dbf9,462143ad714f49b68639c2f5ef7a012a
2a5a296819181ce28cafee38d3b8dbf9,f5857af179652bc66c562086b343f580
ec3eb84b63dd7d1202e20bf7a4249419,68dc5a84f350eba48ee528dffa1fd082
f8a48ac23b9f858cdfd57fcf6c52494d,eb2033541a8a8c1e6fc3118404cec1e8
4afaffa7ccf26e69df31dda19f1aa1e5,94d757453a8585e7c355e37a152df723
4afaffa7ccf26e69df31dda19f1aa1e5,d8a477610221544df7d18421a71344f9
837291e3be275703088120123d0ca731,309314444e5a12f7c56e19c27413656a
837291e3be275703088120123d0ca731,34286c06fc55897ab39e15e8ccf6bf79
074d63d0b16debd8f462fef0c236df4a,3bcb23ca0957d2a7da8bec12d2547876
074d63d0b16debd8f462fef0c236df4a,3cffc81fc389a3555ee063395e06c27d
074d63d0b16debd8f462fef0c236df4a,9e799313741ddbf80f2f53c8b529d0fb
074d63d0b16debd8f462fef0c236df4a,c72b8ab109e0d14b8458b526a6e5775f
074d63d0b16debd8f462fef0c236df4a,e382b34315064bdfe4d5be3f02108003
42dd79d383c30489a970c052fcc1120e,fa94f60f5c6999ca517b51837024393e
628439733e9c557ffa8a4624b02de01f,a9620eec85a202fcb95a2dc90a0893a8
066bbce2bbd31d2672a0e6cecec97a01,0c748145dc450a0c7a5a427ed2670ddf
066bbce2bbd31d2672a0e6cecec97a01,0cdadc0d666eeaa964d4a21562014e24
066bbce2bbd31d2672a0e6cecec97a01,218d34231c9bea47ad405b08c0c848d6
066bbce2bbd31d2672a0e6cecec97a01,95a3a7bc961177bc610614e341ef03a4
c966bf7c3f24137596b0a70516ac26ac,25b771cc3c6142e63f52d5af51d81a90
c966bf7c3f24137596b0a70516ac26ac,50bdfdc644a46f5f30ba256741bfdd6c
